,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,Weekend
121,121,Alphington,5/6 Yarralea St,3,h,1110000.0,S,Jellis,2016-09-03,6.4,3078,3,2,2,208.0,126.0,2013,Yarra,-37.7854,145.0325,Northern Metropolitan,2211,"-37.7854, 145.0325",St,1
122,122,Alphington,136A Fulham Rd,3,h,1492000.0,S,Jellis,2017-03-04,6.4,3078,3,2,2,411.0,126.0,1970,Darebin,-37.7713,145.0279,Northern Metropolitan,2211,"-37.7713, 145.0279",Rd,1
123,123,Alphington,44 Shiers St,4,h,1717500.0,S,Collins,2016-10-08,6.4,3078,4,2,1,599.0,203.0,1925,Darebin,-37.7717,145.031,Northern Metropolitan,2211,"-37.7717, 145.031",St,1
124,124,Alphington,83 Fulham Rd,5,h,2840000.0,S,Nelson,2016-06-12,6.4,3078,5,4,4,809.0,165.0,1910,Darebin,-37.775,145.0268,Northern Metropolitan,2211,"-37.775, 145.0268",Rd,1
125,125,Alphington,3/19 Harker St,2,u,525500.0,S,Miles,2016-11-12,6.4,3078,2,1,1,88.0,60.0,1960,Darebin,-37.7791,145.0306,Northern Metropolitan,2211,"-37.7791, 145.0306",St,1
126,126,Alphington,4/2 Miller St,2,t,805000.0,S,Miles,2016-11-12,6.4,3078,2,2,3,155.0,140.0,2004,Darebin,-37.7804,145.0308,Northern Metropolitan,2211,"-37.7804, 145.0308",St,1
127,127,Alphington,2/5 Yarana Rd,2,u,465000.0,S,McGrath,2016-11-12,6.4,3078,2,1,1,0.0,126.0,1970,Darebin,-37.7773,145.0314,Northern Metropolitan,2211,"-37.7773, 145.0314",Rd,1
128,128,Alphington,815 Heidelberg Rd,3,h,2000000.0,PI,hockingstuart,2016-10-15,6.4,3078,3,3,2,686.0,126.0,1970,Darebin,-37.78,145.0341,Northern Metropolitan,2211,"-37.78, 145.0341",Rd,1
129,129,Alphington,44 Naroon Rd,3,h,1540000.0,S,Nelson,2016-04-16,6.4,3078,3,1,2,592.0,126.0,1970,Darebin,-37.7755,145.0288,Northern Metropolitan,2211,"-37.7755, 145.0288",Rd,1
130,130,Alphington,3/98 Grange Rd,2,u,820000.0,S,Nelson,2017-03-18,6.4,3078,2,1,1,183.0,126.0,1970,Darebin,-37.7747,145.0264,Northern Metropolitan,2211,"-37.7747, 145.0264",Rd,1
131,131,Alphington,10 Bennett St,4,h,1830000.0,S,Nelson,2016-11-19,6.4,3078,4,2,2,606.0,112.0,1970,Darebin,-37.7743,145.0316,Northern Metropolitan,2211,"-37.7743, 145.0316",St,1
132,132,Alphington,38 Bennett St,4,h,2100000.0,S,Nelson,2016-11-19,6.4,3078,4,2,2,575.0,271.0,2008,Darebin,-37.7723,145.0319,Northern Metropolitan,2211,"-37.7723, 145.0319",St,1
133,133,Alphington,2c Hamilton St,3,h,865000.0,SP,hockingstuart,2016-05-22,6.4,3078,3,1,1,180.0,131.0,2010,Darebin,-37.7802,145.0243,Northern Metropolitan,2211,"-37.7802, 145.0243",St,1
134,134,Alphington,5/5 Yarana Rd,2,u,390000.0,VB,Nelson,2016-05-22,6.4,3078,2,1,1,0.0,60.0,1960,Darebin,-37.7773,145.0314,Northern Metropolitan,2211,"-37.7773, 145.0314",Rd,1
135,135,Alphington,7/7 Chandler Hwy,2,t,650000.0,SP,other,2016-09-24,6.4,3078,0,1,0,0.0,126.0,1970,Yarra,-37.7848,145.025,Northern Metropolitan,2211,"-37.7848, 145.025",other,1
136,136,Alphington,1/14 Fulham Rd,2,u,512000.0,S,Love,2017-02-25,6.4,3078,2,1,1,0.0,61.0,1965,Darebin,-37.7805,145.0262,Northern Metropolitan,2211,"-37.7805, 145.0262",Rd,1
137,137,Alphington,22 Lowther St,3,h,1165000.0,S,Barry,2016-06-27,6.4,3078,3,1,2,979.0,126.0,1970,Yarra,-37.7792,145.029,Northern Metropolitan,2211,"-37.7792, 145.029",St,0
138,138,Alphington,11 Margaret Gr,4,h,1900000.0,SP,McGrath,2016-11-27,6.4,3078,4,2,2,556.0,272.0,1930,Yarra,-37.7844,145.0225,Northern Metropolitan,2211,"-37.7844, 145.0225",Gr,1
139,139,Alphington,6 Naroon Rd,3,h,1485000.0,SP,McGrath,2016-08-28,6.4,3078,3,0,0,597.0,126.0,1970,Darebin,-37.7781,145.0284,Northern Metropolitan,2211,"-37.7781, 145.0284",Rd,1
140,140,Alphington,42 Shiers St,4,h,1950000.0,S,Jellis,2016-07-30,6.4,3078,4,2,3,589.0,210.0,1920,Darebin,-37.7719,145.0309,Northern Metropolitan,2211,"-37.7719, 145.0309",St,1
141,141,Altona,158 Queen St,3,h,520000.0,VB,Greg,2016-09-03,13.8,3018,3,2,1,352.0,242.0,2015,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301,"-37.87, 144.825",St,1
142,142,Altona,59 Bracken Gr,5,h,1525000.0,S,Greg,2016-12-03,13.8,3018,5,3,3,729.0,268.0,2005,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301,"-37.8721, 144.8105",Gr,1
143,143,Altona,1/123 Blyth St,2,t,720000.0,S,hockingstuart,2016-02-04,13.8,3018,2,1,2,292.0,125.0,2013,Hobsons Bay,-37.8687,144.8197,Western Metropolitan,5301,"-37.8687, 144.8197",St,0
144,144,Altona,4 Blyth St,3,h,1120000.0,S,other,2017-03-04,13.8,3018,3,1,2,506.0,120.0,1930,Hobsons Bay,-37.8693,144.8375,Western Metropolitan,5301,"-37.8693, 144.8375",St,1
145,145,Altona,20 Linnet St,4,h,780000.0,PI,Sweeney,2016-06-04,13.8,3018,4,1,4,655.0,126.0,1970,Hobsons Bay,-37.868,144.8154,Western Metropolitan,5301,"-37.868, 144.8154",St,1
146,146,Altona,29 Rose St,4,h,1780000.0,SP,Greg,2016-06-04,13.8,3018,4,3,6,1057.0,220.0,1962,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301,"-37.8681, 144.819",St,1
147,147,Altona,1/170 Blyth St,3,u,630000.0,S,other,2016-08-06,13.8,3018,2,1,2,311.0,94.0,1955,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301,"-37.8702, 144.8143",St,1
148,148,Altona,5/35 Grieve Pde,2,u,406000.0,SP,hockingstuart,2016-08-06,13.8,3018,2,1,1,65.0,126.0,1970,Hobsons Bay,-37.8693,144.8171,Western Metropolitan,5301,"-37.8693, 144.8171",Pde,1
149,149,Altona,156 Maidstone St,3,h,660000.0,VB,Greg,2016-05-07,13.8,3018,3,1,1,602.0,123.0,1955,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301,"-37.8616, 144.8116",St,1
150,150,Altona,11 Keeshan Ct,3,h,683500.0,S,Greg,2016-11-07,13.8,3018,3,1,1,530.0,126.0,1970,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301,"-37.8594, 144.817",Ct,0
151,151,Altona,1/136 Queen St,2,u,580000.0,S,other,2016-10-08,13.8,3018,2,1,1,225.0,93.0,1988,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301,"-37.8696, 144.827",St,1
152,152,Altona,173 Queen St,3,h,1335000.0,S,hockingstuart,2016-10-08,13.8,3018,3,1,4,777.0,22.0,1953,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301,"-37.8697, 144.8249",St,1
153,153,Altona,1/265 Queen St,3,t,800000.0,SP,hockingstuart,2016-10-08,13.8,3018,3,2,2,280.0,126.0,1997,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301,"-37.8734, 144.8143",St,1
154,154,Altona,3/26 Grieve Pde,2,u,510000.0,S,Village,2016-09-10,13.8,3018,2,1,1,127.0,76.0,1990,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301,"-37.8686, 144.8182",Pde,1
155,155,Altona,261 Queen St,4,h,1070000.0,S,other,2016-09-10,13.8,3018,4,2,2,695.0,126.0,1970,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301,"-37.8733, 144.8147",St,1
156,156,Altona,4/5 Rose St,2,u,425000.0,S,hockingstuart,2016-09-10,13.8,3018,2,1,2,115.0,57.0,1980,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301,"-37.871, 144.8185",St,1
157,157,Altona,1/60 David St,3,u,605000.0,S,Jas,2016-12-10,13.8,3018,3,2,2,230.0,126.0,1970,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301,"-37.8646, 144.827",St,1
158,158,Altona,1A Merritt Ct,3,t,705000.0,S,hockingstuart,2017-02-11,13.8,3018,3,2,2,197.0,152.0,1970,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301,"-37.8579, 144.8181",Ct,1
159,159,Altona,4/31 Millers Rd,2,u,391000.0,SP,Greg,2017-02-11,13.8,3018,2,1,1,0.0,65.0,1965,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301,"-37.8678, 144.8384",Rd,1
160,160,Altona,111/112 Pier St,2,u,440000.0,SP,hockingstuart,2017-02-11,13.8,3018,2,1,1,0.0,126.0,1970,Hobsons Bay,-37.8659,144.83100000000005,Western Metropolitan,5301,"-37.8659, 144.831",St,1
161,161,Altona,24 Wren St,4,h,845000.0,S,hockingstuart,2017-02-11,13.8,3018,4,1,2,745.0,130.0,1950,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301,"-37.8658, 144.8155",St,1
162,162,Altona,1/152 Blyth St,3,t,743000.0,SP,other,2016-11-12,13.8,3018,3,2,2,211.0,176.0,1970,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301,"-37.8698, 144.816",St,1
163,163,Altona,4/57 Blyth St,3,u,730000.0,SP,other,2016-08-13,13.8,3018,3,2,1,69.0,141.0,2014,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301,"-37.868, 144.8286",St,1
164,164,Altona,164 Maidstone St,3,h,635000.0,S,Sweeney,2016-05-14,13.8,3018,3,1,4,625.0,126.0,1960,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301,"-37.8611, 144.8114",St,1
165,165,Altona,3/25 Rayner St,2,u,620000.0,SP,hockingstuart,2016-05-14,13.8,3018,2,1,1,168.0,126.0,1970,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301,"-37.8676, 144.8202",St,1
166,166,Altona,3/46 Sargood St,2,u,447000.0,S,Burnham,2016-10-15,13.8,3018,2,1,1,137.0,77.0,1990,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301,"-37.8655, 144.8299",St,1
167,167,Altona,1/57 Blyth St,3,u,730000.0,SP,other,2016-04-16,13.8,3018,3,2,1,70.0,126.0,1970,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301,"-37.868, 144.8287",St,1
168,168,Altona,22 Fenfield St,3,h,678000.0,S,hockingstuart,2016-04-16,13.8,3018,3,1,2,606.0,87.0,1950,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301,"-37.8608, 144.8124",St,1
169,169,Altona,5/8 David St,2,u,580000.0,PI,Biggin,2016-07-16,13.8,3018,2,2,1,175.0,76.0,2013,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301,"-37.8687, 144.8268",St,1
170,170,Altona,1/28 Seves St,3,h,712000.0,S,hockingstuart,2016-09-17,13.8,3018,3,1,2,363.0,126.0,1970,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301,"-37.8674, 144.8375",St,1
171,171,Altona,27 McIntyre Dr,3,h,840000.0,SP,Greg,2017-03-18,13.8,3018,3,2,2,534.0,136.0,1965,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301,"-37.86, 144.8245",Dr,1
172,172,Altona,4 Boyd St,3,h,980000.0,S,other,2016-11-19,13.8,3018,3,1,2,724.0,126.0,1970,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301,"-37.8672, 144.817",St,1
173,173,Altona,12 Spear Ct,3,t,605100.0,S,hockingstuart,2016-05-22,13.8,3018,3,2,0,265.0,126.0,1970,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301,"-37.8583, 144.8172",Ct,1
174,174,Altona,185 Queen St,3,h,880000.0,PI,other,2016-08-22,13.8,3018,3,3,1,577.0,126.0,1970,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301,"-37.8699, 144.8235",St,0
175,175,Altona,3/20 Mulga St,3,u,577000.0,S,Williams,2016-04-23,13.8,3018,3,2,1,205.0,113.0,2007,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301,"-37.8684, 144.815",St,1
176,176,Altona,51 Millers Rd,4,h,1030000.0,S,other,2017-02-25,13.8,3018,4,1,0,797.0,126.0,1970,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301,"-37.8663, 144.8387",Rd,1
177,177,Altona,2/119 Railway St N,3,u,605000.0,S,other,2017-02-25,13.8,3018,3,1,2,181.0,126.0,1970,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301,"-37.8659, 144.822",St,1
178,178,Altona,24 McIntyre Dr,3,h,753000.0,S,other,2016-06-27,13.8,3018,3,2,2,529.0,126.0,1970,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301,"-37.8612, 144.8247",Dr,0
179,179,Altona,104 Maidstone St,2,h,857000.0,SP,hockingstuart,2016-11-27,13.8,3018,2,2,1,675.0,100.0,1950,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301,"-37.8653, 144.8129",St,1
180,180,Altona,49 Bent St,3,h,1500000.0,S,other,2016-05-28,13.8,3018,3,1,1,929.0,126.0,1970,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301,"-37.8651, 144.832",St,1
181,181,Altona,5/57 Blyth St,3,u,730000.0,SP,other,2016-05-28,13.8,3018,3,2,1,70.0,3.0,2014,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301,"-37.868, 144.8285",St,1
182,182,Altona,15 Kookaburra St,3,h,900000.0,S,Sweeney,2016-05-28,13.8,3018,3,1,4,697.0,126.0,1970,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301,"-37.871, 144.8075",St,1
183,183,Altona,219 Civic Pde,3,h,740000.0,S,Greg,2016-08-28,13.8,3018,3,1,2,604.0,126.0,1970,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301,"-37.8631, 144.8195",Pde,1
184,184,Altona,3 Curtin Ct,4,h,931000.0,S,Sweeney,2016-08-28,13.8,3018,4,2,3,532.0,126.0,1970,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301,"-37.8637, 144.8365",Ct,1
185,185,Altona,2/60 David St,2,h,535600.0,SP,other,2016-07-30,13.8,3018,2,1,1,154.0,91.0,1996,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301,"-37.8646, 144.8272",St,1
186,186,Altona North,45 Hearn St,5,h,1085000.0,S,other,2016-09-03,11.1,3025,5,3,6,592.0,251.0,1965,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132,"-37.8388, 144.8567",St,1
187,187,Altona North,4 Knapp St,3,h,781000.0,S,Jas,2016-09-03,11.1,3025,3,1,2,533.0,117.0,1970,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132,"-37.8291, 144.835",St,1
188,188,Altona North,21 Hatherley Gr,3,h,750000.0,SP,Jas,2017-03-04,11.1,3025,3,1,3,554.0,126.0,1970,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132,"-37.8449, 144.85",Gr,1
189,189,Altona North,3/66 Marion St,2,t,421000.0,S,hockingstuart,2017-03-04,11.1,3025,2,1,1,77.0,77.0,2009,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132,"-37.8351, 144.8529",St,1
190,190,Altona North,153 Mills St,3,h,1405000.0,S,Sweeney,2017-03-04,11.1,3025,3,1,3,655.0,126.0,1970,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132,"-37.8338, 144.8562",St,1
191,191,Altona North,33 Carthy St,3,h,683000.0,S,other,2016-06-04,11.1,3025,3,1,2,534.0,167.0,1967,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132,"-37.8284, 144.8355",St,1
192,192,Altona North,16 Harris St,3,h,623000.0,S,Sweeney,2016-06-04,11.1,3025,3,1,3,540.0,126.0,1970,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132,"-37.8267, 144.8368",St,1
193,193,Altona North,1/5 Little St,3,h,720000.0,VB,Greg,2016-08-06,11.1,3025,3,2,1,0.0,130.0,2012,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132,"-37.8379, 144.8583",St,1
194,194,Altona North,1/95 Mills St,3,h,588000.0,S,Williams,2016-05-07,11.1,3025,3,1,1,328.0,118.0,1970,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132,"-37.838, 144.8555",St,1
195,195,Altona North,5 Binns St,3,h,710000.0,PI,Village,2016-11-07,11.1,3025,3,1,3,540.0,116.0,1960,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132,"-37.8294, 144.8378",St,0
196,196,Altona North,25 Allan St,4,h,875000.0,SP,Jas,2016-10-08,11.1,3025,3,1,4,559.0,169.0,1965,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132,"-37.8448, 144.8529",St,1
197,197,Altona North,21 Hatherley Gr,3,h,700000.0,VB,Jas,2016-12-10,11.1,3025,3,1,3,554.0,126.0,1970,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132,"-37.8449, 144.85",Gr,1
198,198,Altona North,1/256 Mason St,2,t,640000.0,S,Williams,2017-03-11,11.1,3025,2,1,1,252.0,126.0,1965,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132,"-37.8397, 144.8602",St,1
199,199,Altona North,21 Allan St,4,h,650000.0,SP,Williams,2016-06-12,11.1,3025,4,1,4,558.0,126.0,1970,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132,"-37.8451, 144.8529",St,1
200,200,Altona North,2/36 May St,3,h,675000.0,S,hockingstuart,2016-05-14,11.1,3025,3,2,2,171.0,109.0,2012,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132,"-37.8337, 144.8554",St,1
201,201,Altona North,11 Beevers St,3,h,708000.0,S,Greg,2016-10-15,11.1,3025,3,1,2,585.0,97.0,1960,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132,"-37.8258, 144.8523",St,1
202,202,Altona North,10 Murphy St,4,h,965000.0,SP,other,2016-10-15,11.1,3025,4,1,4,851.0,126.0,1970,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132,"-37.8345, 144.8444",St,1
203,203,Altona North,16 Beevers St,3,h,680000.0,S,Sweeney,2016-11-19,11.1,3025,3,1,3,551.0,126.0,1970,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132,"-37.8254, 144.8514",St,1
204,204,Altona North,21 Neal Ct,3,h,770000.0,SP,hockingstuart,2016-11-19,11.1,3025,3,1,3,602.0,603.0,1970,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132,"-37.8327, 144.8451",Ct,1
205,205,Altona North,31 Duosa Rd,3,h,923000.0,S,Greg,2016-05-22,11.1,3025,3,1,2,740.0,126.0,1970,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132,"-37.8269, 144.8455",Rd,1
206,206,Altona North,252 Millers Rd,4,h,693000.0,SP,other,2016-05-22,11.1,3025,4,2,4,315.0,170.0,2008,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132,"-37.8391, 144.8467",Rd,1
207,207,Altona North,1/156 Chambers Rd,3,h,620000.0,SP,other,2016-08-22,11.1,3025,5,2,2,276.0,100.0,2010,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132,"-37.8262, 144.8443",Rd,0
208,208,Altona North,2 Gadsden St,3,h,728500.0,S,Jas,2016-08-22,11.1,3025,3,1,1,531.0,157.0,1960,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132,"-37.8277, 144.8385",St,0
209,209,Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,2016-08-22,11.1,3025,3,2,1,590.0,160.0,1950,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132,"-37.8382, 144.8649",St,0
210,210,Altona North,4 Prismall St,3,h,988000.0,S,Sweeney,2016-08-22,11.1,3025,3,1,4,715.0,126.0,2008,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132,"-37.8423, 144.8632",St,0
211,211,Altona North,122 McIntosh Rd,3,h,590000.0,S,Village,2016-04-23,11.1,3025,3,1,2,561.0,126.0,1970,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132,"-37.8444, 144.8491",Rd,1
212,212,Altona North,35 May St,2,h,610000.0,S,RT,2016-09-24,11.1,3025,2,1,2,691.0,126.0,1970,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132,"-37.834, 144.8553",St,1
213,213,Altona North,6 Hill St,3,h,815000.0,S,hockingstuart,2017-02-25,11.1,3025,3,2,3,555.0,130.0,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132,"-37.8318, 144.8388",St,1
214,214,Altona North,84 May St,4,h,970000.0,S,Greg,2017-02-25,11.1,3025,4,1,2,708.0,126.0,1970,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132,"-37.833, 144.8494",St,1
215,215,Altona North,155 Chambers Rd,4,h,760000.0,S,other,2016-06-27,11.1,3025,4,1,3,668.0,126.0,1970,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132,"-37.8262, 144.8439",Rd,0
216,216,Altona North,268d Mason St,4,t,847500.0,S,RT,2016-06-27,11.1,3025,4,3,1,252.0,126.0,1970,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132,"-37.8393, 144.8568",St,0
217,217,Altona North,5 Cresser St,4,h,1200000.0,SP,RT,2016-11-27,11.1,3025,4,1,4,633.0,158.0,1960,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132,"-37.8375, 144.8541",St,1
218,218,Altona North,107 McIntosh Rd,3,h,700000.0,SP,other,2016-11-27,11.1,3025,3,1,1,557.0,126.0,1970,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132,"-37.8441, 144.8505",Rd,1
219,219,Altona North,10 Knapp St,3,h,625000.0,PI,other,2016-05-28,11.1,3025,3,1,1,536.0,126.0,1970,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132,"-37.8285, 144.8351",St,1
220,220,Altona North,4/221 Blackshaws Rd,2,u,292000.0,S,Jas,2016-08-28,11.1,3025,2,1,1,153.0,70.0,1970,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132,"-37.8332, 144.8649",Rd,1
221,221,Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,2016-09-03,6.3,3143,2,1,1,0.0,76.0,1964,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836,"-37.8543, 145.0262",Rd,1
222,222,Armadale,1/42 Adelaide St,2,u,550000.0,VB,Noel,2016-12-03,6.3,3143,2,1,0,861.0,126.0,1970,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836,"-37.8539, 145.0284",St,1
223,223,Armadale,14/71 Denbigh Rd,3,u,995000.0,S,Marshall,2016-12-03,6.3,3143,3,2,2,0.0,100.0,1998,Stonnington,-37.8552,145.016,Southern Metropolitan,4836,"-37.8552, 145.016",Rd,1
224,224,Armadale,4/769 High St,3,t,1205000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,101.0,105.0,2000,Stonnington,-37.854,145.0135,Southern Metropolitan,4836,"-37.854, 145.0135",St,1
225,225,Armadale,7 Llaneast St,3,h,1939000.0,S,Jellis,2016-12-03,6.3,3143,3,2,2,296.0,150.0,1889,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836,"-37.8614, 145.0274",St,1
226,226,Armadale,9/55 Northcote Rd,1,u,421500.0,S,Biggin,2016-12-03,6.3,3143,1,1,0,0.0,126.0,1970,Stonnington,-37.853,145.0167,Southern Metropolitan,4836,"-37.853, 145.0167",Rd,1
227,227,Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,2017-03-04,6.3,3143,3,1,1,217.0,116.0,1888,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836,"-37.8592, 145.0182",St,1
228,228,Armadale,3/16 Fulton St,2,u,678000.0,S,hockingstuart,2017-03-04,6.3,3143,2,1,2,0.0,126.0,1970,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836,"-37.8538, 145.0127",St,1
229,229,Armadale,3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,2017-03-04,6.3,3143,3,2,2,0.0,165.0,1995,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836,"-37.8537, 145.0267",Rd,1
230,230,Armadale,1/77 Wattletree Rd,2,u,660000.0,SP,hockingstuart,2017-03-04,6.3,3143,2,1,1,0.0,126.0,1970,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836,"-37.8619, 145.0257",Rd,1
231,231,Armadale,12 Willis St,3,h,2050000.0,S,Marshall,2017-03-04,6.3,3143,3,2,1,205.0,116.0,1910,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836,"-37.8574, 145.0281",St,1
232,232,Armadale,8/71 Denbigh Rd,2,u,700000.0,VB,Jellis,2016-06-04,6.3,3143,2,1,2,0.0,126.0,1970,Stonnington,-37.8552,145.016,Southern Metropolitan,4836,"-37.8552, 145.016",Rd,1
233,233,Armadale,11/17 Myamyn St,2,u,3625000.0,S,Jellis,2016-06-04,6.3,3143,3,2,2,0.0,126.0,2006,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836,"-37.8555, 145.0291",St,1
234,234,Armadale,526 Orrong Rd,4,h,3000000.0,VB,Jellis,2016-06-04,6.3,3143,4,2,2,1581.0,126.0,1934,Stonnington,-37.858,145.0111,Southern Metropolitan,4836,"-37.858, 145.0111",Rd,1
235,235,Armadale,553 Dandenong Rd,5,h,1525000.0,PI,Jellis,2016-05-07,6.3,3143,8,2,2,693.0,126.0,1970,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836,"-37.8638, 145.0229",Rd,1
236,236,Armadale,9/19 Mercer Rd,3,u,735000.0,PI,Marshall,2016-05-07,6.3,3143,3,2,1,2113.0,14.0,1970,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836,"-37.8543, 145.0262",Rd,1
237,237,Armadale,6/26 Mercer Rd,2,u,825000.0,S,Jellis,2016-05-07,6.3,3143,2,1,1,0.0,126.0,1970,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836,"-37.8528, 145.0268",Rd,1
238,238,Armadale,538a Orrong Rd,3,t,1586000.0,S,RT,2016-05-07,6.3,3143,2,2,2,246.0,126.0,1970,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836,"-37.8566, 145.0116",Rd,1
239,239,Armadale,18/41 Kooyong Rd,2,u,645000.0,S,Marshall,2016-10-08,6.3,3143,3,1,1,0.0,126.0,1960,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836,"-37.8596, 145.0198",Rd,1
240,240,Armadale,10 William St,1,h,1435000.0,SP,Jellis,2016-10-08,6.3,3143,2,2,1,144.0,107.0,1900,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836,"-37.8564, 145.0228",St,1
241,241,Armadale,15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,2016-09-10,6.3,3143,1,1,1,0.0,38.0,1975,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836,"-37.8619, 145.0185",Rd,1
242,242,Armadale,1/2 Armadale St,1,u,400000.0,PI,hockingstuart,2016-12-10,6.3,3143,1,1,1,0.0,126.0,1970,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836,"-37.8605, 145.0185",St,1
